Age,Branch,Date_of_join,Mobile
25,CIVIL,09-06-2022,9219310459
23,MECH,13-02-2023,8815890877
22,MECH,03-11-2024,9828909436
27,CSE,18-03-2023,7029090436
19,EEE,22-11-2027,7417943868
18,ECE,23-08-2027,6728151392
24,ELECTRONICS,11-05-2025,6541255353
26,ROBOTICS,28-03-2025,6927410209
18,CSE,13-07-2022,8352965352
28,ECE,12-08-2025,9525118808
28,ECE,07-10-2023,9613142392
21,ECE,07-06-2024,8050688952
20,CIVIL,30/2/2027,9820833855
23,ELECTRONICS,19-08-2022,7433763938
27,ROBOTICS,04-11-2025,7326629773
24,EEE,04-04-2023,7057653926
28,CIVIL,09-04-2025,8338600758
28,CSE,03-03-2024,909663492
19,EEE,09-10-2027,838394513
20,ROBOTICS,04-06-2027,8530953015
20,ROBOTICS,10-04-2023,935363602
25,ELECTRONICS,08-04-2024,9834367083
25,ECE,12-01-2023,9435350230
24,EEE,11-08-2023,9661018066
22,CIVIL,30-01-2026,9129943810
23,ROBOTICS,22-04-2022,8421151556
29,CSE,10-04-2025,8435391628
27,ECE,16-04-2027,9414223997
24,ROBOTICS,27-09-2025,9550142389
29,EEE,28-07-2027,6836168214
25,ECE,06-10-2022,805890482
21,CSE,23-08-2022,7537991094
27,CIVIL,16-07-2022,792068721
23,ROBOTICS,16-10-2023,9523409697
21,ROBOTICS,23-02-2023,8545577105
26,ROBOTICS,12-01-2025,9664596903
20,CSE,02-09-2023,93828978
23,MECH,12-04-2023,931051497
29,ROBOTICS,05-09-2026,8136587593
26,MECH,21-03-2025,8811160729
19,CSE,16-09-2027,9213148333
26,CSE,29-08-2023,7749233969
29,ECE,14-05-2027,682588085
28,MECH,18-06-2023,7219741923
21,ECE,24-05-2027,7058188892
27,MECH,15-04-2024,9610620424
25,EEE,27-08-2027,678007926
26,ELECTRONICS,30-10-2027,9765719568
27,ROBOTICS,19-04-2022,8451976174
24,ELECTRONICS,07-03-2023,9110742453
24,ROBOTICS,23-05-2022,8563184068
19,ECE,01-02-2024,7354615993
21,MECH,02-03-2027,6926705547
18,MECH,30-01-2027,838657276
29,CSE,07-03-2022,7542939743
27,ROBOTICS,17-06-2024,6531740811
27,MECH,16-06-2027,6917731696
19,CSE,21-06-2024,8552093858
23,ELECTRONICS,09-06-2022,68737928
23,EEE,09-11-2025,8456075627
29,CSE,30-10-2022,6637911569
28,ECE,24-05-2025,9459966573
29,CSE,08-03-2025,6918397293
18,CIVIL,08-08-2027,7836400585
20,EEE,15-03-2025,9760075141
28,MECH,22-10-2024,7715218012
19,CSE,01-04-2027,9748581558
19,EEE,22-04-2027,821501775
25,CIVIL,30-07-2023,7717932414
27,CSE,13-05-2027,981316539
18,ELECTRONICS,24-11-2027,9730763767
22,ELECTRONICS,07-07-2025,9130581785
18,CSE,09-04-2023,6552395772
24,CSE,20-08-2024,9563307921
20,EEE,13-05-2024,9437651067
26,CSE,13-01-2023,6527586725
25,EEE,08-02-2027,7556438523
23,MECH,13-03-2022,9824119903
22,CSE,27-01-2022,905427025
19,ELECTRONICS,28-03-2026,8341861851
27,EEE,03-04-2026,7366188916
19,MECH,23-03-2022,9161829659
21,ELECTRONICS,25-05-2024,6821246917
25,ELECTRONICS,01-02-2027,6413705853
25,MECH,30-10-2026,9553885300
23,EEE,07-08-2026,8940818246
24,ROBOTICS,01-08-2027,6616293929
23,ROBOTICS,23-07-2026,9021311167
20,ECE,18-01-2025,7419993316
18,ECE,14-07-2025,9140484791
26,ROBOTICS,27-02-2023,8036226126
19,ROBOTICS,29-03-2023,8057693770
28,CSE,15-06-2023,7735685270
28,CIVIL,10-04-2026,7343679956
27,EEE,20-04-2026,7314303130
23,CSE,11-06-2023,8955698501
29,MECH,13-01-2027,6348156807
21,CIVIL,27-07-2025,8915528903
23,ECE,16-03-2025,907257962
18,CSE,02-07-2025,7429819832
20,EEE,30-09-2024,9463087177
21,ECE,10-04-2022,9422469301
18,ELECTRONICS,10-06-2026,8959147832
26,ECE,08-02-2023,6951619603
18,CSE,16-05-2027,7429352925
22,ROBOTICS,08-06-2022,8146985337
26,ROBOTICS,01-06-2026,9352913389
28,ROBOTICS,10-09-2024,978698303
19,MECH,21-03-2025,7921175986
22,CSE,10-03-2025,766336725
20,EEE,29-03-2025,9510005211
25,ECE,22-04-2024,9518520117
22,CIVIL,11-10-2026,8654489507
24,ROBOTICS,10-11-2027,6325354454
22,ECE,01-05-2023,8737960145
23,CSE,08-07-2027,8429169584
24,CIVIL,19-10-2025,8824098232
22,ECE,20-10-2026,9622309161
28,EEE,05-07-2025,6328978998
26,MECH,02-06-2027,7549359376
24,ECE,06-08-2024,9638522256
29,EEE,04-03-2025,8366770847
24,ROBOTICS,28-04-2022,9752139294
26,ELECTRONICS,15-05-2025,6628729826
24,EEE,17-08-2026,9548725306
27,ECE,12-08-2024,7050721058
23,MECH,01-01-2023,7455731694
24,ROBOTICS,26-03-2024,8117834685
25,MECH,04-09-2026,7635248208
24,ROBOTICS,07-04-2027,8213105821
29,ROBOTICS,04-08-2025,8759750632
21,ELECTRONICS,24-06-2027,6556658157
23,CIVIL,20-03-2022,8259843969
24,EEE,17-11-2024,6448968776
25,MECH,24-11-2026,9847837965
23,CIVIL,13-11-2026,6616784898
24,ROBOTICS,20-05-2023,675591666
18,CIVIL,08-02-2027,8016222231
22,MECH,07-02-2023,9824508580
28,MECH,09-11-2024,915159014
26,CSE,21-06-2024,7120099099
18,ROBOTICS,10-08-2027,7552991325
26,ECE,05-05-2026,6851748382
29,MECH,30-10-2025,7725152662
26,ROBOTICS,06-02-2023,936111426
22,ROBOTICS,13-08-2025,9442505437
28,ROBOTICS,27-10-2025,8841834349
18,CSE,01-11-2024,6622835874
29,EEE,11-01-2023,8958557505
23,ECE,28-03-2025,8615929140
29,ECE,12-10-2025,7515115098
29,ELECTRONICS,28-06-2026,6820385767
20,ECE,19-07-2024,7762241395
20,CSE,18-03-2025,8163452390
20,CSE,27-06-2022,8245927309
21,EEE,23-05-2027,8939952738
18,ROBOTICS,03-05-2023,6939032496
24,CSE,15-01-2024,9032661043
19,CSE,26-05-2022,9849887437
24,ECE,29/2/2025,814102864
24,ECE,15-05-2024,9010587610
19,ECE,21-06-2023,8856277265
28,CSE,02-05-2026,7167016464
29,CIVIL,19-04-2023,9541038068
24,MECH,19-05-2022,7433261768
28,ELECTRONICS,16-02-2026,8557087761
19,EEE,03-09-2022,755118739
18,EEE,02-10-2024,6554969316
18,CIVIL,19-08-2024,8859781333
22,CSE,25-08-2022,735361218
26,ECE,26-05-2024,7956550739
18,ROBOTICS,08-10-2023,9621343732
25,ECE,04-03-2023,7847560334
26,CSE,19-10-2025,985997843
22,CSE,17-09-2023,7533446949
28,MECH,25-03-2024,7813207095
23,ELECTRONICS,14-01-2024,6341012405
23,CSE,25-09-2024,9044935570
25,ROBOTICS,13-02-2027,8233529806
18,MECH,04-10-2022,9439382418
28,EEE,21-03-2024,7235269708
26,EEE,07-11-2026,7048187785
24,CIVIL,02-07-2027,8948703730
21,ROBOTICS,05-05-2026,8355221876
29,EEE,10-05-2023,978500752
21,ROBOTICS,27-09-2026,8045284667
26,CSE,10-02-2027,7717478584
27,ECE,14-11-2025,8916776135
20,CIVIL,10-04-2023,6936803263
21,EEE,03-06-2024,704629258
18,CSE,16-05-2022,7858330414
21,EEE,19-05-2024,7357385300
22,CSE,08-01-2024,7163717452
24,ELECTRONICS,07-05-2027,7124602047
18,CSE,22-10-2026,8715049455
24,MECH,08-08-2026,6758982597
28,EEE,07-09-2026,753404549
28,ELECTRONICS,26-02-2027,8318580370
19,CSE,20-05-2026,674723590
18,CIVIL,29-05-2024,8148828814
23,MECH,25-06-2026,9417132546
19,ECE,13-07-2024,9347447930
27,MECH,29-09-2026,9330310887
20,ELECTRONICS,10-08-2023,7865415660
28,ROBOTICS,27-07-2023,9226441613
26,CIVIL,06-09-2023,7946137864
20,ECE,02-09-2023,7038636606
20,ECE,14-09-2023,9638696414
25,ECE,08-02-2023,71423552
24,EEE,09-09-2027,8437723403
22,ELECTRONICS,25-09-2026,9561008286
22,MECH,22-09-2026,9442235617
21,CSE,03-11-2027,8218870183
26,MECH,28-09-2023,8733266784
29,ROBOTICS,26-10-2027,8647371035
18,ELECTRONICS,10-05-2023,6828945102
23,EEE,18-07-2022,9316851953
27,MECH,13-09-2027,9246705132
25,ROBOTICS,12-02-2022,7116957547
25,EEE,21-01-2022,7720786029
23,ECE,12-06-2023,8541062901
19,ECE,14-01-2027,8417739706
25,CSE,19-10-2024,7149531165
24,ROBOTICS,26-05-2022,9540721517
24,CIVIL,11-01-2023,8820524339
18,ELECTRONICS,11-03-2022,7159833223
23,CIVIL,09-05-2026,6646337854
25,CIVIL,08-04-2024,844373398
28,ROBOTICS,18-10-2023,6646734292
29,CSE,21-11-2027,8758077163
20,ROBOTICS,30-11-2027,9045045677
29,ROBOTICS,16-10-2025,8064299588
25,ECE,29-05-2027,8030858199
26,MECH,04-07-2025,8252951531
21,CSE,25-07-2024,7632622949
28,MECH,09-07-2025,878083755
22,EEE,21-10-2026,878838508
20,CIVIL,23-04-2022,9437528075
22,CSE,12-06-2025,9051259958
21,CIVIL,27-11-2025,7034355949
26,ECE,17-09-2025,6912279541
26,ROBOTICS,22-04-2025,9734998199
18,EEE,30-11-2027,9445447023
24,CSE,23-01-2027,9220018139
21,EEE,24-05-2027,6912534258
29,CIVIL,21-10-2023,6710072278
21,ECE,10-06-2024,7512504005
28,ECE,07-03-2027,6351673476
21,CIVIL,12-04-2023,7844104331
28,ECE,08-01-2025,6737413075
20,ROBOTICS,12-07-2022,9334246675
27,EEE,03-08-2025,654892172
23,EEE,03-10-2025,7350072344
25,ECE,17-11-2023,8452931808
27,EEE,26-01-2027,6341049642
26,ELECTRONICS,05-11-2023,6449894631
25,CSE,21-01-2026,9818320787
18,ELECTRONICS,08-10-2024,902245596
23,ELECTRONICS,18-05-2022,7020909153
19,MECH,21-08-2023,9365632510
24,CSE,11-11-2025,8156074904
20,CSE,18-11-2024,7157110814
25,ROBOTICS,27-10-2022,754753016
19,ELECTRONICS,11-07-2022,6536876415
21,MECH,01-03-2022,7140542779
23,MECH,07-05-2025,9413880631
24,MECH,12-03-2026,6418966322
21,ROBOTICS,14-04-2027,86103920
28,ROBOTICS,01-02-2023,6934587656
29,CSE,15-02-2024,8664950305
20,ELECTRONICS,18-09-2024,7656469138
21,ECE,26-04-2024,9712122757
26,CIVIL,19-09-2022,9244035380
22,ECE,03-10-2022,8949427449
21,CIVIL,07-08-2023,9614776557
29,ROBOTICS,27-10-2023,705840186
22,ROBOTICS,10-07-2022,9140143205
22,CIVIL,13-10-2024,8311815676
18,CIVIL,28-02-2022,981077850
