Age,Branch,Date_of_join,Mobile
29,ROBOTICS,29/3/2027,693166814
29,EEE,24/7/2022,8563728667
40,ECE,20/9/2024,9639046647
19,EEE,18/7/2027,922192324
28,INSTRUMENTATION,7/10/2026,8440731447
41,CSE,3/11/2023,9330314
20,ROBOTICS,4/6/2026,8563578458
46,INSTRUMENTATION,7/11/2023,791672382
47,CIVIL,20/5/2023,7520767130
44,ROBOTICS,17/3/2027,962110082
39,EEE,5/5/2027,8254826679
43,CSE,29/5/2026,7623956213
42,EEE,26/2/2026,7633464602
24,EEE,19/5/2027,7912511735
35,CSE,25/8/2024,8939275635
45,MECH,4/3/2022,634938912
34,MECH,4/7/2025,6942514092
22,MECH,17/6/2027,9827877621
22,INSTRUMENTATION,7/9/2022,8137260533
22,INSTRUMENTATION,4/8/2024,7650425724
42,ECE,23/7/2027,7927383597
44,INSTRUMENTATION,14/6/2026,956183899
31,MECH,29/4/2026,8220067676
46,INSTRUMENTATION,13/7/2024,8113778553
23,CIVIL,9/1/2027,7435758880
27,CIVIL,15/6/2023,7663903382
29,CIVIL,3/8/2023,8946123628
31,ROBOTICS,11/4/2025,672375999
25,CSE,19/10/2027,9622962764
27,CIVIL,3/6/2022,979177561
26,MECH,29/8/2027,9063073799
47,ROBOTICS,24/6/2022,8045343599
30,MECH,19/8/2022,9457032856
39,CIVIL,6/10/2024,6562236669
25,CSE,23/11/2024,8560948913
32,CIVIL,12/3/2022,8556115224
42,ECE,3/10/2026,693918496
21,CSE,3/2/2025,7734537657
22,ROBOTICS,21/6/2024,8940701317
35,MECH,21/1/2022,9554852490
30,ECE,28/9/2023,7946984341
24,ECE,24/6/2026,7360540384
20,ECE,21/5/2025,7852478421
34,INSTRUMENTATION,21/8/2023,8747533101
28,CIVIL,16/6/2022,9625997468
23,CSE,30/10/2024,7858512485
48,EEE,23/1/2027,715944795
40,ECE,13/5/2024,8053322573
31,ECE,24/11/2024,6720597340
36,INSTRUMENTATION,3/6/2023,922092710
22,INSTRUMENTATION,2/3/2024,7711907868
28,EEE,24/8/2023,8051179848
32,CSE,14/8/2027,863267453
18,INSTRUMENTATION,5/6/2022,6512708500
45,EEE,13/1/2023,8666730755
47,ROBOTICS,14/1/2027,7111806404
46,MECH,20/2/2024,9038601264
46,CSE,25/9/2026,7066546445
44,ECE,7/5/2022,8637756515
26,MECH,23/1/2023,9751470524
41,ROBOTICS,30/10/2024,9514989493
44,CIVIL,1/8/2024,6560310604
23,ECE,10/8/2027,8233154975
22,ROBOTICS,17/5/2027,9834065366
32,INSTRUMENTATION,5/9/2022,8265892213
37,CSE,17/7/2024,6423183362
31,EEE,8/1/2022,9455499634
23,ECE,25/11/2024,9722611184
30,CSE,6/9/2026,8265424228
43,ECE,13/10/2022,9549356225
36,INSTRUMENTATION,22/4/2022,928220580
20,MECH,14/9/2026,6452524314
39,CIVIL,17/11/2023,8726297459
26,ROBOTICS,8/2/2024,7160524001
34,CSE,21/3/2022,8910299748
40,ROBOTICS,10/3/2026,9260613662
37,INSTRUMENTATION,9/9/2026,9732129534
44,INSTRUMENTATION,28/8/2024,83882679
28,ECE,1/9/2026,7111526945
26,EEE,4/7/2024,7314743728
46,INSTRUMENTATION,21/1/2024,7865108356
44,ECE,6/9/2023,9861115920
31,ROBOTICS,24/5/2024,9139305764
32,EEE,9/9/2025,9133331682
48,MECH,11/9/2026,9762717425
20,CIVIL,22/1/2026,7724711096
35,ECE,21/6/2022,8518635794
35,CIVIL,30/3/2025,91917914
18,EEE,2/4/2024,8644629466
35,INSTRUMENTATION,4/5/2025,8148446397
38,ROBOTICS,16/10/2022,8449009899
48,INSTRUMENTATION,21/6/2024,9113674101
22,MECH,6/3/2025,6656862453
22,ROBOTICS,2/1/2027,6335121906
31,ECE,25/1/2026,935627265
32,CIVIL,11/11/2025,7235027861
38,EEE,3/3/2022,9225614708
43,INSTRUMENTATION,29/5/2027,64120476
37,CSE,3/7/2026,8954546228
37,INSTRUMENTATION,5/8/2022,6635481342
42,CSE,20/2/2023,685765306
20,INSTRUMENTATION,16/3/2025,9715245970
38,ROBOTICS,5/7/2022,8753713712
33,EEE,28/4/2027,7455213654
28,CIVIL,12/5/2024,7166522424
45,ROBOTICS,24/9/2027,6311492279
24,MECH,11/3/2026,7437614116
38,INSTRUMENTATION,25/1/2024,9413946627
24,ROBOTICS,13/1/2025,9557933830
39,MECH,10/5/2023,8947518007
29,ROBOTICS,22/2/2024,7351049584
27,ECE,29/3/2024,8911404538
30,ECE,15/3/2023,6622093823
46,CIVIL,24/2/2027,8212231401
32,EEE,9/3/2022,8456764551
18,EEE,16/9/2026,6725940304
20,CSE,12/5/2024,7922434129
38,MECH,14/1/2023,8028480115
40,INSTRUMENTATION,12/11/2024,97911400
47,CIVIL,5/10/2025,897177717
18,MECH,15/7/2023,9527539332
31,CSE,10/7/2023,7015867361
47,ECE,29/10/2027,7118613060
31,INSTRUMENTATION,24/10/2024,9657847629
39,ECE,15/3/2023,7050098660
39,EEE,2/5/2024,8460394663
39,CSE,3/8/2022,7058530202
44,EEE,7/8/2023,7513601956
28,MECH,20/10/2027,7710245295
42,CSE,19/7/2023,8420640295
27,MECH,28/1/2023,8127312990
38,CSE,27/6/2026,8947794284
34,ECE,5/5/2026,8651733860
27,MECH,29/8/2024,6749067667
31,ROBOTICS,23/5/2026,7947305264
33,ROBOTICS,17/1/2026,797850150
40,CSE,21/7/2023,8437079635
23,CSE,23/1/2025,863160193
42,EEE,30/1/2023,9143171505
45,ROBOTICS,5/9/2026,8853465282
41,EEE,17/6/2023,6962444929
35,CIVIL,14/9/2024,6730451031
41,ECE,15/5/2027,802566642
35,EEE,4/7/2027,713198954
42,EEE,23/6/2027,734670825
20,EEE,3/3/2023,6821744526
20,EEE,2/3/2027,8311661526
33,CIVIL,24/6/2022,7554617278
24,EEE,30/1/2022,7025746423
39,ECE,8/2/2026,8538878616
21,EEE,3/2/2027,9540124468
20,MECH,13/6/2024,8910961239
18,INSTRUMENTATION,5/2/2023,9649052672
22,ROBOTICS,5/7/2024,8560255024
18,MECH,9/5/2027,9030987279
29,MECH,16/6/2026,6662151019
27,ROBOTICS,15/11/2022,9114281280
36,INSTRUMENTATION,5/10/2023,9039872446
28,CSE,10/11/2024,7233019994
20,MECH,7/10/2023,8549797452
47,INSTRUMENTATION,8/4/2027,8166147682
22,ECE,24/10/2023,8642310545
18,ECE,5/4/2025,665767147
37,CSE,18/11/2024,9813549908
44,CIVIL,21/9/2022,6564157063
31,CIVIL,21/10/2025,8037116737
47,EEE,25/5/2025,6865670883
48,MECH,14/7/2022,7227952298
24,ECE,27/3/2022,7639205854
28,ECE,29/2/2023,916457733
46,ECE,16/7/2027,9534475565
41,CIVIL,23/6/2024,925898695
38,ROBOTICS,6/8/2024,6718757299
43,ROBOTICS,5/5/2022,8459262232
40,CIVIL,2/4/2023,765274553
18,CSE,19/3/2024,9851075709
33,CSE,24/7/2025,6539084493
42,EEE,23/10/2025,7934431104
26,EEE,15/5/2026,6765532680
35,EEE,3/4/2024,6320982421
21,ECE,5/6/2023,6417812996
40,EEE,18/2/2027,869637486
45,EEE,16/6/2025,9329928328
26,ROBOTICS,4/5/2026,8238924205
44,ROBOTICS,15/6/2025,7312343189
38,ROBOTICS,4/9/2027,6415254940
32,EEE,15/5/2025,8956328388
49,CSE,23/11/2024,8046671759
33,EEE,10/1/2025,6743313825
31,CIVIL,28/3/2026,6343640316
18,INSTRUMENTATION,16/3/2026,7337791598
48,INSTRUMENTATION,15/10/2026,687091768
43,MECH,26/8/2027,6445951266
22,CIVIL,22/1/2027,7549165854
23,ROBOTICS,20/8/2022,9561053879
40,EEE,5/1/2022,7835981214
38,CSE,26/3/2027,8214872157
36,CSE,3/11/2025,919591433
18,ECE,3/11/2025,7038159916
49,INSTRUMENTATION,16/9/2023,8924531411
20,ROBOTICS,7/6/2027,9621706387
30,CIVIL,10/9/2024,8425780701
37,CIVIL,27/10/2024,8310167998
44,EEE,4/2/2027,6310573629
45,EEE,23/5/2023,8911356535
32,MECH,30/5/2024,6363627669
41,ROBOTICS,1/9/2026,7414939112
19,EEE,29/3/2027,636607645
37,ROBOTICS,11/8/2023,9218430259
44,ROBOTICS,5/4/2022,7229496269
39,MECH,8/11/2027,698774485
35,EEE,3/2/2023,8739270974
43,MECH,24/1/2024,8840584219
34,EEE,20/8/2027,7466073840
46,EEE,17/11/2023,7643475532
22,ROBOTICS,26/7/2027,9752190959
46,CIVIL,22/1/2026,8430234162
24,CIVIL,27/4/2023,6546654851
46,INSTRUMENTATION,1/8/2026,8853611681
20,CSE,27/6/2027,9518427770
36,ECE,17/1/2023,7735556783
37,MECH,28/4/2022,9453551714
49,INSTRUMENTATION,7/8/2024,945403112
49,CSE,20/5/2027,9016578154
20,EEE,16/4/2022,9024234996
36,CIVIL,13/5/2025,8946882812
24,EEE,19/3/2025,929291688
45,EEE,1/3/2022,7857435698
24,CSE,22/3/2022,989875076
30,MECH,3/3/2026,729408222
48,MECH,28/8/2025,853363660
40,ROBOTICS,9/8/2024,7126955463
21,ROBOTICS,8/2/2026,8835240971
18,CSE,7/3/2026,857771981
31,MECH,18/11/2025,6810360399
32,EEE,18/2/2027,7721834776
42,ECE,3/4/2022,675974438
30,ROBOTICS,11/8/2025,6711778619
45,MECH,24/2/2025,8141887550
24,EEE,19/9/2022,9637323520
34,ECE,7/8/2023,9450289259
39,MECH,27/10/2027,8239052643
22,INSTRUMENTATION,9/7/2022,9138268558
21,MECH,5/10/2024,9610453365
44,ECE,3/7/2025,9826146829
49,CIVIL,18/3/2027,6365444498
33,CIVIL,19/8/2022,8146798893
23,EEE,10/2/2022,9124981410
32,CIVIL,30/9/2025,7441464212
31,INSTRUMENTATION,13/10/2025,7954523775
32,CSE,21/7/2024,7861801649
40,ECE,12/1/2023,9457709099
24,INSTRUMENTATION,17/4/2027,7226486636
30,MECH,26/2/2024,929246417
18,CSE,18/2/2026,9153986598
45,CSE,18/2/2027,6428348875
23,CSE,23/3/2024,7034238964
41,CSE,20/8/2023,6762874801
39,EEE,27/1/2024,7341758474
36,MECH,10/3/2026,6861251928
19,CSE,4/7/2027,8959063638
44,MECH,6/10/2026,7446628018
34,CIVIL,12/3/2024,8520274160
41,MECH,25/2/2022,8066273872
18,MECH,2/2/2027,9151485022
44,INSTRUMENTATION,17/8/2022,8213484804
24,MECH,16/7/2023,6824037144
28,INSTRUMENTATION,1/4/2027,7225105593
25,EEE,15/1/2025,825681408
37,MECH,14/1/2027,6531447398
36,EEE,5/5/2023,9260862130
38,ROBOTICS,16/7/2026,9327808264
25,ECE,25/4/2025,8117768061
42,ROBOTICS,20/7/2027,8015234126
27,ECE,5/4/2022,7213509796
33,MECH,9/4/2025,8328844579
19,INSTRUMENTATION,5/7/2022,6612988486
20,CIVIL,14/6/2023,6819214179
27,EEE,15/10/2023,7158805812
26,INSTRUMENTATION,23/5/2025,8631376391
37,CSE,9/1/2027,9039168209
24,EEE,18/9/2022,8252168774
36,CSE,14/6/2023,9040946451
18,INSTRUMENTATION,26/1/2025,6354707936
43,ROBOTICS,4/1/2024,9762199479
28,CIVIL,21/8/2025,8317453323
27,EEE,24/10/2022,942813395
28,ROBOTICS,21/9/2027,6828225570
32,MECH,30/6/2025,6734254251
29,MECH,3/2/2026,9144161776
48,INSTRUMENTATION,28/11/2027,8754368513
25,ROBOTICS,30/3/2023,8822489962
19,CIVIL,15/10/2024,9445436702
18,CIVIL,28/1/2025,7158093408
42,INSTRUMENTATION,9/11/2026,8317423837
